Repository,File Path,File URL
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/TH1w.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/TH1w.py
thingkingtech/nudeFood,.config/chromium/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.26.0_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/thingkingtech/nudeFood/blob/994b224c98e3468a11a6f241a5d59a34f3a238c9/.config/chromium/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.26.0_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
sdake/dotfiles-developed-while-at-neuralmagic.com,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/sdake/dotfiles-developed-while-at-neuralmagic.com/blob/3e764ff06b0fc6d5e3451033ed25418492afacf7/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
aron/dotfiles,.config/zed/settings.json,https://github.com/aron/dotfiles/blob/5469b3e3b294a5c5e449d05c689eb89f06bdc8f4/.config/zed/settings.json
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/H3WP.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/H3WP.py
g0t4/dotfiles,.config/nvim/coc-settings.json,https://github.com/g0t4/dotfiles/blob/32f1ea0f14bf1fd4078d50855d23cc04d5696637/.config/nvim/coc-settings.json
g0t4/dotfiles,.config/hammerspoon/config/tests/stream-stdout.lua,https://github.com/g0t4/dotfiles/blob/32f1ea0f14bf1fd4078d50855d23cc04d5696637/.config/hammerspoon/config/tests/stream-stdout.lua
theSoberSobber/dotfiles,.config/google-chrome/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.47.4_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/theSoberSobber/dotfiles/blob/86320ade0c8c8c001378ef1476ddbe130686f35c/.config/google-chrome/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.47.4_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
tomit4/notes,.config/chromium/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.38.6_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/tomit4/notes/blob/8099a499837e419312c9f6a4c863d319a5eef269/.config/chromium/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.38.6_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
theSoberSobber/dotfiles,.config/google-chrome/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.48.4_1/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/theSoberSobber/dotfiles/blob/86320ade0c8c8c001378ef1476ddbe130686f35c/.config/google-chrome/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.48.4_1/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/kMMe.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/kMMe.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/SymO.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/SymO.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/c3xF.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/c3xF.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/REQr.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/REQr.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/6RBn.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/6RBn.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/eg79.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/eg79.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/GJ1W.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/GJ1W.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/zieJ.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/zieJ.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/ZoQO.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/ZoQO.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/16tL.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/16tL.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/YOT1.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/YOT1.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/TUpt.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/TUpt.py
diogofrosario/dot-files,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/diogofrosario/dot-files/blob/6e749c3cd005f940ade818b00d349b088093261b/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
iamchriswick/dotfiles,.config/google-chrome/Profile 1/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.34.0_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/iamchriswick/dotfiles/blob/49e5f45982a6eeaad85237cdc4074f732131f4d4/.config/google-chrome/Profile%201/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.34.0_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
danielxshi/dotfiles,.config/google-chrome/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.35.2_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/danielxshi/dotfiles/blob/2f64f7f4c738028741c982816d0c45463e856a9d/.config/google-chrome/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.35.2_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
mishalajmi/dotfiles,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/mishalajmi/dotfiles/blob/2f34f64b88036689e138361ae1ecbd7e0386b83b/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
marcel-qayoom-taylor/.dotfiles,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/marcel-qayoom-taylor/.dotfiles/blob/39748ef300133254c12abfb8260ead6ba0878ff6/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
TBKiet/dotfile,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/TBKiet/dotfile/blob/e770c3263686eeccd37c0008fb8ea77e706fa1c2/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
chrollorifat/ManjaroXFCE,.config/vivaldi/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.38.6_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/chrollorifat/ManjaroXFCE/blob/fce7636780ad4827e3128bf9684a8de4e60c4f72/.config/vivaldi/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.38.6_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
g0t4/dotfiles,.config/hammerspoon/config/helpers/misc.lua,https://github.com/g0t4/dotfiles/blob/32f1ea0f14bf1fd4078d50855d23cc04d5696637/.config/hammerspoon/config/helpers/misc.lua
samcaf/config,.config/fish/config.fish,https://github.com/samcaf/config/blob/899502ff6d64839b5e270bfbffe8eacfd445e505/.config/fish/config.fish
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/ddgp.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/ddgp.py
icaro-onofre/dotfiles,.config/qutebrowser/quickmarks,https://github.com/icaro-onofre/dotfiles/blob/9699c6cab4937acde80a92617b3e990bc6f5f802/.config/qutebrowser/quickmarks
okawak/dotfiles,.config/zed/settings.json,https://github.com/okawak/dotfiles/blob/f57054dcddf8fdc13cfdcd47833c50ca9bf12545/.config/zed/settings.json
josephwegner/dotfiles,.config/Alfred.alfredpreferences/workflows/user.workflow.031FA34D-D696-4009-938E-2301F1706048/info.plist,https://github.com/josephwegner/dotfiles/blob/68f96ea4af395a11a5471de1294981ad3581f612/.config/Alfred.alfredpreferences/workflows/user.workflow.031FA34D-D696-4009-938E-2301F1706048/info.plist
thanbv1510/dotfiles,.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.680/1/https-upgrade-exceptions-list.txt,https://github.com/thanbv1510/dotfiles/blob/602e2ccf200e200308057f2f459544baaf202da9/.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.680/1/https-upgrade-exceptions-list.txt
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/Ahrg.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/Ahrg.py
aikawa9376/dotfiles,.config/nvim/dein_lazy.toml,https://github.com/aikawa9376/dotfiles/blob/1ace2257f277031adcae1f35a3d78c08df245af3/.config/nvim/dein_lazy.toml
IsakBH/Configs,.config/zed/settings.json,https://github.com/IsakBH/Configs/blob/2de303122e575cf9e500d15be178b7b4b2065635/.config/zed/settings.json
g0t4/dotfiles,.config/nvim/lua/plugins/copilot.lua,https://github.com/g0t4/dotfiles/blob/32f1ea0f14bf1fd4078d50855d23cc04d5696637/.config/nvim/lua/plugins/copilot.lua
ItIsCiprian/dotfiles,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/ItIsCiprian/dotfiles/blob/8de13787ee0415d72ca3c8f25c4fdace95df7a02/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
t0nylombardi/dotfiles,.config/vscode/extensions/github.copilot-chat-0.25.1/changelog.md,https://github.com/t0nylombardi/dotfiles/blob/313a60ac2f732169b03c4918068abeba28df4849/.config/vscode/extensions/github.copilot-chat-0.25.1/changelog.md
KailajeAnirudh/Linux_DotFiles,.config/BraveSoftware/Brave-Browser/Default/Extensions/eimadpbcbfnmbkopoojfekhnkhdbieeh/4.9.82_0/config/inversion-fixes.config,https://github.com/KailajeAnirudh/Linux_DotFiles/blob/1d9303054fe5b639015be33f56bb92d86098b9f2/.config/BraveSoftware/Brave-Browser/Default/Extensions/eimadpbcbfnmbkopoojfekhnkhdbieeh/4.9.82_0/config/inversion-fixes.config
tomit4/notes,.config/newsboat/rss/linux_experiment.xml,https://github.com/tomit4/notes/blob/8099a499837e419312c9f6a4c863d319a5eef269/.config/newsboat/rss/linux_experiment.xml
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/lNRN.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/lNRN.py
Teemy17/hypr-dotfiles,.config/zed/settings.json,https://github.com/Teemy17/hypr-dotfiles/blob/6f917de1387b33f6c44a11c25157a538234c7765/.config/zed/settings.json
fvcci/dotfiles,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/fvcci/dotfiles/blob/6298559f689bf05fa0f6fc6266ef3c793383b850/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
g0t4/dotfiles,.config/hammerspoon/config/spoons.lua,https://github.com/g0t4/dotfiles/blob/32f1ea0f14bf1fd4078d50855d23cc04d5696637/.config/hammerspoon/config/spoons.lua
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/87S5.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/87S5.py
lucksidedown/dotfiles,.config/vivaldi/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.16.2_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/lucksidedown/dotfiles/blob/9e1a742ba81ac767542b9c672a7a4f29ceb2e094/.config/vivaldi/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.16.2_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
sabrehagen/dotfiles-code,.config/Code/User/settings.json,https://github.com/sabrehagen/dotfiles-code/blob/6fdb218c3452eb932ad43ff1f383147d1245a4c1/.config/Code/User/settings.json
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/yYdP.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/yYdP.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/iPcP.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/iPcP.py
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/RDMy.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/RDMy.py
josephwegner/dotfiles,.config/Alfred.alfredpreferences/workflows/user.workflow.031FA34D-D696-4009-938E-2301F1706048/src/libs/openai/tests/test_util.py,https://github.com/josephwegner/dotfiles/blob/68f96ea4af395a11a5471de1294981ad3581f612/.config/Alfred.alfredpreferences/workflows/user.workflow.031FA34D-D696-4009-938E-2301F1706048/src/libs/openai/tests/test_util.py
thangcongtran/dotfiles,.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.1075/1/https-upgrade-exceptions-list.txt,https://github.com/thangcongtran/dotfiles/blob/b0ecb7e6df00ddb236daeb9ae8a035d13ad6c80d/.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.1075/1/https-upgrade-exceptions-list.txt
gluonparticle/Config-Files,.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.810/1/https-upgrade-exceptions-list.txt,https://github.com/gluonparticle/Config-Files/blob/51215fbbb6e6984dde29281bb790acefe6ea0392/.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.810/1/https-upgrade-exceptions-list.txt
Last-gid/dotfiles,.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.963/1/https-upgrade-exceptions-list.txt,https://github.com/Last-gid/dotfiles/blob/2707b9cba0c252b39ace1959751aa9d2acc8b3f8/.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.963/1/https-upgrade-exceptions-list.txt
Gabachin-mx/Nixos,.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.627/1/https-upgrade-exceptions-list.txt,https://github.com/Gabachin-mx/Nixos/blob/ff1553c29d46cc93b93843343c8c2bfeaa3e60b8/.config/BraveSoftware/Brave-Browser/afalakplffnnnlkncjhbmahjfjhmlkal/1.0.627/1/https-upgrade-exceptions-list.txt
santihdzs/dotfiles,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/santihdzs/dotfiles/blob/a96629058978a8c7063a3946e75910b58c7764c1/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/9SJs.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/9SJs.py
