Repository,File Path,File URL
indigoviolet/dotfiles,.config/doom/config.el,https://github.com/indigoviolet/dotfiles/blob/00a2e73b6f18ed7f42057a96276f1afcfb2043f5/.config/doom/config.el
abayomi185/dotfiles,.config/nvim/lua/plugins/ai_llm.lua,https://github.com/abayomi185/dotfiles/blob/02817633224e312147cb57b225aa1a69e44a9312/.config/nvim/lua/plugins/ai_llm.lua
hillyu/hill,.config/nvim/lua/nvimconfig/plugin/llm.lua,https://github.com/hillyu/hill/blob/8dd26fdd57945cc06abb7266bec6e3e1c53e5d9d/.config/nvim/lua/nvimconfig/plugin/llm.lua
jalcock501/devcontainer_template,.config/.gitleaks.toml,https://github.com/jalcock501/devcontainer_template/blob/27c949a58acfc7c670a9c7556a13f8985dd7e95b/.config/.gitleaks.toml
indigoviolet/dotfiles,.config/doom/config.org,https://github.com/indigoviolet/dotfiles/blob/00a2e73b6f18ed7f42057a96276f1afcfb2043f5/.config/doom/config.org
nuthub/dotfiles,.config/emacs/README.org,https://github.com/nuthub/dotfiles/blob/fbf7c665743bbd371a4a01b491a96edbea34e025/.config/emacs/README.org
ThangSuperMan/minimalist-dotfiles,.config/nvim/lua/plugins/chatgpt.lua,https://github.com/ThangSuperMan/minimalist-dotfiles/blob/d1cb7542ea45670aaab880dc27dcd019cc19c043/.config/nvim/lua/plugins/chatgpt.lua
blamcodes/dotfiles,.config/waybar/themes/ml4w/style.css,https://github.com/blamcodes/dotfiles/blob/c2203066404be00b4833f97bdd89ef552f9b0e37/.config/waybar/themes/ml4w/style.css
KRunchPL/python_repo_template,.config/ruff.toml,https://github.com/KRunchPL/python_repo_template/blob/5703f0a51cd9c2b66196b404a7eb48ee2c03c7d2/.config/ruff.toml
josephwegner/dotfiles,.config/Alfred.alfredpreferences/workflows/user.workflow.031FA34D-D696-4009-938E-2301F1706048/src/libs/openai-0.27.2.dist-info/METADATA,https://github.com/josephwegner/dotfiles/blob/68f96ea4af395a11a5471de1294981ad3581f612/.config/Alfred.alfredpreferences/workflows/user.workflow.031FA34D-D696-4009-938E-2301F1706048/src/libs/openai-0.27.2.dist-info/METADATA
monkey-w1n5t0n/dotfiles,.config/doom/config.org,https://github.com/monkey-w1n5t0n/dotfiles/blob/82bb3c6997040d79f4417aa0b76340d633ef170d/.config/doom/config.org
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/vClE.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/vClE.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/PR49.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/PR49.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/OsMa.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/OsMa.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/dKpA.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/dKpA.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/6Lty.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/6Lty.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/0sHH.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/0sHH.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/iu3X.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/iu3X.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/Oxl1.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/Oxl1.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/JvbD.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/JvbD.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/enpL.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/enpL.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/90qT.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/90qT.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/7Gss.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/7Gss.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/lgUW.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/lgUW.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/eadU.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/eadU.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/IWp7.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/IWp7.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/KG7e.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/KG7e.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/F5qz.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/F5qz.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/T2Ih.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/T2Ih.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/v9Au.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/v9Au.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/wFnh.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/wFnh.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/5cx7.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/5cx7.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/gGjK.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/gGjK.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/oOiL.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/oOiL.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/b3N1.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/b3N1.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/Sdve.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/Sdve.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/nNR9.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/nNR9.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/3dd6.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/3dd6.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/l79M.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/l79M.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/TYTk.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/TYTk.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/E3KH.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/E3KH.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/00yZ.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/00yZ.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/65IE.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/65IE.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/NXKO.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/NXKO.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/GK8e.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/GK8e.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/8p6e.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/8p6e.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/fgDl.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/fgDl.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/wxSn.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/wxSn.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/MMXL.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/MMXL.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/gMwN.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/gMwN.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/DAxh.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/DAxh.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/tUWc.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/tUWc.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/qJfT.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/qJfT.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/ygcx.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/ygcx.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/TDOq.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/TDOq.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/9B6e.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/9B6e.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/WZE3.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/WZE3.md
Hugo-Persson/dotfiles,.config/aerospace/aerospace.toml,https://github.com/Hugo-Persson/dotfiles/blob/6ec45542499fce477d3982fe11c3bc03d0e94ffe/.config/aerospace/aerospace.toml
jonboh/dotfiles,.config/shai/zsh_assistant.zsh,https://github.com/jonboh/dotfiles/blob/2b824aca7d22b40ad68f95fc9fcdb3290073a220/.config/shai/zsh_assistant.zsh
KRunchPL/panda-pytest-assertions,.config/ruff.toml,https://github.com/KRunchPL/panda-pytest-assertions/blob/b6ea9841d56004fc68ae8b2f587b1120e6e3eced/.config/ruff.toml
KRunchPL/ruff-config-generator,.config/ruff.toml,https://github.com/KRunchPL/ruff-config-generator/blob/8ed353e7e9fbe7f20b35d5bbe4e7b744122f442e/.config/ruff.toml
hylophile/.files,.config/doom-legacy/config.org,https://github.com/hylophile/.files/blob/e5e0db2a4100d6eb40c8c60bbb1beeaa8b58e8ed/.config/doom-legacy/config.org
MrClaro/dotfiles,.config/nvim.bak/lua/plugins/copilot.lua,https://github.com/MrClaro/dotfiles/blob/3e8b89dc2acafa6b9060ca69a2850863e3cec10c/.config/nvim.bak/lua/plugins/copilot.lua
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/mkZH.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/mkZH.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/rviD.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/rviD.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/wnhm.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/wnhm.md
neomikr0n/dotfiles,.config/Code - OSS backup 2024/User/History/3ae22983/EWrI.md,https://github.com/neomikr0n/dotfiles/blob/97df256a6a654955ce71644b15803cfa52c549b1/.config/Code%20-%20OSS%20backup%202024/User/History/3ae22983/EWrI.md
g0t4/dotfiles,.config/hammerspoon/config/ask/ask.lua,https://github.com/g0t4/dotfiles/blob/32f1ea0f14bf1fd4078d50855d23cc04d5696637/.config/hammerspoon/config/ask/ask.lua
Game-Warrior/dotfiles,.config/emacs.gb/init.el,https://github.com/Game-Warrior/dotfiles/blob/7acf246ad2ed78b3d2aea6723ff060cb9cf04e96/.config/emacs.gb/init.el
mk0v3l/home,.config/nvim/init.lua,https://github.com/mk0v3l/home/blob/f26e93f58fbb3291130acc5f023db4a74dd3eed6/.config/nvim/init.lua
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/4COO.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/4COO.py
kzndotsh/dotfiles,.config/zed/settings.json,https://github.com/kzndotsh/dotfiles/blob/ce2dd7ee7f9575b861ef8f78b6c2bee71331034c/.config/zed/settings.json
kylepconnolly/pi,.config/chromium/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.27.10_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/kylepconnolly/pi/blob/dcea444c8fab53d8647549f8d17b031ab066e535/.config/chromium/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.27.10_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/kRVL.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/kRVL.py
savakazakov/dotfiles,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/savakazakov/dotfiles/blob/4ec6ab087b0a9ad33e87b8bbea14955824452fb4/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
danielxshi/dotfiles,.config/google-chrome/Default/Extensions/eimadpbcbfnmbkopoojfekhnkhdbieeh/4.9.32_0/config/dynamic-theme-fixes.config,https://github.com/danielxshi/dotfiles/blob/2f64f7f4c738028741c982816d0c45463e856a9d/.config/google-chrome/Default/Extensions/eimadpbcbfnmbkopoojfekhnkhdbieeh/4.9.32_0/config/dynamic-theme-fixes.config
aaaamida/dotfiles,.config/zed/settings.json,https://github.com/aaaamida/dotfiles/blob/af9ea55d3b4cb94e80bd01db01c10bb7f9617859/.config/zed/settings.json
iamchriswick/dotfiles,.config/google-chrome/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.34.0_1/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/iamchriswick/dotfiles/blob/49e5f45982a6eeaad85237cdc4074f732131f4d4/.config/google-chrome/Default/Extensions/cjpalhdlnbpafiamejdnhcphjbkeiagm/1.34.0_1/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
adrianomolin/dotfiles,.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json,https://github.com/adrianomolin/dotfiles/blob/99404f4d3ca6cd3b583c20e336a7b4b00ebee965/.config/raycast/extensions/35fa3856-f360-465f-885c-acf4ebcf19b1/package.json
juliohmb/dotfiles,.config/VSCodium/User/History/731bcba6/bpzg.py,https://github.com/juliohmb/dotfiles/blob/7400fdd3ef7a048db14cc8f0db91773bf27d2094/.config/VSCodium/User/History/731bcba6/bpzg.py
P79N6A/dotfiles-10,.config/opera/Extensions/clblbeknmgobkgonndomehcjpckopfeh/1.3.0_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat,https://github.com/P79N6A/dotfiles-10/blob/b88560433222bd9270bd73fb96ba93961c03dc84/.config/opera/Extensions/clblbeknmgobkgonndomehcjpckopfeh/1.3.0_0/assets/thirdparties/publicsuffix.org/list/effective_tld_names.dat
tomit4/notes,.config/chromium/Default/Extensions/eimadpbcbfnmbkopoojfekhnkhdbieeh/4.9.42_0/config/dynamic-theme-fixes.config,https://github.com/tomit4/notes/blob/8099a499837e419312c9f6a4c863d319a5eef269/.config/chromium/Default/Extensions/eimadpbcbfnmbkopoojfekhnkhdbieeh/4.9.42_0/config/dynamic-theme-fixes.config
