Repository,File Path,File URL
AIxHunter/FileWizardAI,.env.md,https://github.com/AIxHunter/FileWizardAI/blob/8ca4366a0309b2e4e49db60cce3b92ad40babfbd/.env.md
TAHMID37/IUT_FRISBEE,env.txt,https://github.com/TAHMID37/IUT_FRISBEE/blob/eaa95440955553c992633d393ba5f1fbd9150424/env.txt
aha-0810/data,Code.txt,https://github.com/aha-0810/data/blob/19d4c56086a114a5f02ea521ce2675771a024210/Code.txt
RickCarlino/KoalaCards,SETUP.md,https://github.com/RickCarlino/KoalaCards/blob/55b1b8a4ce20814d95ddcbe819bd1c04e667c776/SETUP.md
Aaron617/tree-planner,key.txt,https://github.com/Aaron617/tree-planner/blob/ff2c2d0097b796ef3b6db302ddd15d62bb543dce/key.txt
kliewerdaniel/OpenAIAgentsSDKOllama01,docs/index.md,https://github.com/kliewerdaniel/OpenAIAgentsSDKOllama01/blob/4ac51ae8a928ed21595bd40039f36e7a8258ef47/docs/index.md
microsoft/semantic-kernel-java,BUILD.md,https://github.com/microsoft/semantic-kernel-java/blob/bf4e93d1e3b36343734f332d7f9678db3790f5e7/BUILD.md
ohnotnow/paper_reducer,Readme.md,https://github.com/ohnotnow/paper_reducer/blob/725e71e6f78ad37c58ae3d761777a81a877fe311/Readme.md
swyxio/ai-notes,TEXT.md,https://github.com/swyxio/ai-notes/blob/614ec5d6df5359a04a21c49820c3bc6e0aeccf46/TEXT.md
IceBearAI/LLM-And-More,env.md,https://github.com/IceBearAI/LLM-And-More/blob/95ca1d266c213f22d1f35e17e96407d353625010/env.md
dadyutenga/CHATBOT,app2.txt,https://github.com/dadyutenga/CHATBOT/blob/d230934c0871690a7a2bd08a78e0a313f8203495/app2.txt
Aurametrix/Alg,ML/AI.md,https://github.com/Aurametrix/Alg/blob/9fa8b3ac091991e7357984542a5ebd84608c171f/ML/AI.md
dbclinton/Complete_Obsolete_Guide_AI,code.md,https://github.com/dbclinton/Complete_Obsolete_Guide_AI/blob/ef0e98194a9b860e38d6f6670e1a880fc68f006d/code.md
friuns2/BlackFriday-GPTs-Prompts,Game.md,https://github.com/friuns2/BlackFriday-GPTs-Prompts/blob/09c530e31212aaca68ab72e2b7fdfbb3faa57a62/Game.md
mickn/LLM-Planning-App,plan.md,https://github.com/mickn/LLM-Planning-App/blob/0b88bb86a518e1d86f9304616e5a8b1a583222d2/plan.md
taylor-curran/sb-repro,notes.md,https://github.com/taylor-curran/sb-repro/blob/d07f197ffce43a933f5726c4b816ecd42de69351/notes.md
rayonag/kintone-web-azure,.rest,https://github.com/rayonag/kintone-web-azure/blob/e06522936741a2e1606ccb3d038342d00a42437b/.rest
Abulqosim0227/Career_Advisor,run.txt,https://github.com/Abulqosim0227/Career_Advisor/blob/6e301463ea51a09781ffbe208da798e09e415690/run.txt
Buyn/archemacs,init.org,https://github.com/Buyn/archemacs/blob/7f639ff3d5366ca947332f3e2a75a1e6c0aa77f1/init.org
rof232/translation-project,rules.md,https://github.com/rof232/translation-project/blob/e0e57010e87a84e12858b3683045d875b97f9783/rules.md
tsb0601/projectx,LLaVA.md,https://github.com/tsb0601/projectx/blob/85af46f80f1f65eea144a4b342a5939c49412e87/LLaVA.md
SeppPenner/awesome-german-piracy,Links.md,https://github.com/SeppPenner/awesome-german-piracy/blob/e3dc5b344a44ee4a03dfc9dcfc3918f5c22436c7/Links.md
TypingMind/product-expert,llms.txt,https://github.com/TypingMind/product-expert/blob/afa7886d47d6a4a0e1d49400709ab861123310b0/llms.txt
molhamhosari/oooooo,evn.txt,https://github.com/molhamhosari/oooooo/blob/8ab32cdc536ca4dd766615406ffb91ef3f3099fe/evn.txt
bilel910/PI-DataScience-BFI,gpt4.txt,https://github.com/bilel910/PI-DataScience-BFI/blob/4ea31a46f0b0c9e22529f6c9e0946b8709396783/gpt4.txt
amir-mostafa-hs/Code-Converter,note.txt,https://github.com/amir-mostafa-hs/Code-Converter/blob/779f54e7950f90e8ef02293dde2823b74737763f/note.txt
aminkammoun/cv-builder,api.txt,https://github.com/aminkammoun/cv-builder/blob/cafaf4ffc08480261f34021f65c16cd3a5006d07/api.txt
SalvatoreRa/ML-news-of-the-week,2023.md,https://github.com/SalvatoreRa/ML-news-of-the-week/blob/67831c38e7646d61693dac9f57560d5a0aea1bc4/2023.md
yoonhang/php,gpt.txt,https://github.com/yoonhang/php/blob/bc878b060b963e85d84a4747b4bc97d20ab472dc/gpt.txt
BurnHair/docs,GPT.md,https://github.com/BurnHair/docs/blob/ea9ee325538e2e06856fa9cabc72c2170cc2dcb6/GPT.md
vtw-developers/PiREL,NOTES.md,https://github.com/vtw-developers/PiREL/blob/86323ae290ab3f6d98ee49c937d843f29a1d2784/NOTES.md
ahkarami/Great-Deep-Learning-Tutorials,NLP.md,https://github.com/ahkarami/Great-Deep-Learning-Tutorials/blob/c6a4290dcb0f88b1eedacd659c93e5c35b4b0d4b/NLP.md
Vu1nT0tal/yarb,archive/2022/2022-12-03.md,https://github.com/Vu1nT0tal/yarb/blob/8e97651621c87b4e8349d540734709bce3f6fcfa/archive/2022/2022-12-03.md
Aarti-alt/SAR,api.txt,https://github.com/Aarti-alt/SAR/blob/199bf5ea73bb8d68c9f4529999882e7f7206ac70/api.txt
hyunjun/bookmarks,r.md,https://github.com/hyunjun/bookmarks/blob/8994be93b47ae3e93a25a22f83256bd40d11da77/r.md
2klips/gptapi,memo.txt,https://github.com/2klips/gptapi/blob/e3b96f8384049f8349b74bc6a65ad6cc396f0cd6/memo.txt
wrikuto/react_tutrial,doc.txt,https://github.com/wrikuto/react_tutrial/blob/55ff0a521be71febd1fbf175274736fd7bb25d21/doc.txt
linhht/test,note.txt,https://github.com/linhht/test/blob/db374a4c4365010a0c00d470607d3c1c517634dd/note.txt
jain18ayush/askPdf,data.txt,https://github.com/jain18ayush/askPdf/blob/94a6a8c6bc9a8140ef8842a59ee3e8c7b32d682d/data.txt
mbazzani/dotfiles,info.txt,https://github.com/mbazzani/dotfiles/blob/f50a7ec7a0f4b5d69f522d98e7ab249994141272/info.txt
mlaitechio/iffco_OCI,copy.txt,https://github.com/mlaitechio/iffco_OCI/blob/3c549b5f87c34bf3e7684b7a5f5cffbeee46ded8/copy.txt
ahmedsza/ailabtest,step4.md,https://github.com/ahmedsza/ailabtest/blob/154af94df199db9cea120b463e59c5591fb5865a/step4.md
ahmedsza/ailabtest,step3.md,https://github.com/ahmedsza/ailabtest/blob/154af94df199db9cea120b463e59c5591fb5865a/step3.md
Spoky03/testownik-react,doc.md,https://github.com/Spoky03/testownik-react/blob/11d3225cc621fd0f8fb7369e0814ae1b2e7137d0/doc.md
tisfeng/Easydict,README.md,https://github.com/tisfeng/Easydict/blob/c872e4ab7de11740c046c16cc324b8bcfe7c8a16/README.md
Kerenj2123/Kere,app.txt,https://github.com/Kerenj2123/Kere/blob/ea214bd0c5b29c0494543cd6b1191399d00f217f/app.txt
wanghaichao/feishu-chatgpt2,readme.md,https://github.com/wanghaichao/feishu-chatgpt2/blob/75af8efcf6b3e70dcbfb0deec4f9ba0e5956cb38/readme.md
knbknb/hacker-news-summarizer,USAGE.md,https://github.com/knbknb/hacker-news-summarizer/blob/a8f7f18855d0dba72a326b1ddfb2a9bd059326a7/USAGE.md
adminlove520/chatGPT_feishu_v1.0.1,readme.md,https://github.com/adminlove520/chatGPT_feishu_v1.0.1/blob/71fc61dd7b74c0722f5e358d83cf51a5f13fa012/readme.md
Hamas-ur-Rehman/UETGPT,.env.txt,https://github.com/Hamas-ur-Rehman/UETGPT/blob/70bcdbc618e9b620541217e98632fefa0d55fdfe/.env.txt
TOKTOKHAN-DEV/agent-init,.env.txt,https://github.com/TOKTOKHAN-DEV/agent-init/blob/342e95b3b7f4f39812c52f0fd64e5fbe8d151c20/.env.txt
Hamas-ur-Rehman/FictionGPT,.env.txt,https://github.com/Hamas-ur-Rehman/FictionGPT/blob/5aaa7dccb1c99d18c5a61770a5ef1cd5b4ea98e5/.env.txt
AjayKhalsa/OpenAI-Therapy-Chatbot,req.txt,https://github.com/AjayKhalsa/OpenAI-Therapy-Chatbot/blob/b1d1c6f2a98835e98a61590f3e1f9d70c8fb9451/req.txt
brianh27/TestForge,temp.txt,https://github.com/brianh27/TestForge/blob/ee6c60266003f3ff4ec3937acc3e32e8e7488009/temp.txt
mirai-mirai/20230709_ChatGPT_vite,memo.txt,https://github.com/mirai-mirai/20230709_ChatGPT_vite/blob/4ae66da94d6c104252757f16172a516bcada4981/memo.txt
brianh27/AI-STUDY-TOOLS,temp.txt,https://github.com/brianh27/AI-STUDY-TOOLS/blob/64221459ce1b1399bc7464e7ecf1343230cd3d28/temp.txt
muradmy00/AI-Image-Generator,Api.txt,https://github.com/muradmy00/AI-Image-Generator/blob/26ea4a0747408eebb03eccdccba376a452d04065/Api.txt
Robloncz/gpush,gpush.md,https://github.com/Robloncz/gpush/blob/c4104d73dd1393282fb477aa02f85cc143a8ae64/gpush.md
MichalJankowskii/LLM_LangchainTest,readme.md,https://github.com/MichalJankowskii/LLM_LangchainTest/blob/db53cf55f8f1eb7c08f1f0fb503fa7abe6585a4a/readme.md
rajdesai17/text-summarization-using-ai,demo.txt,https://github.com/rajdesai17/text-summarization-using-ai/blob/103105cbbb4fcbbdec6309203bc7483794b8049e/demo.txt
hyunjun/bookmarks,rust.md,https://github.com/hyunjun/bookmarks/blob/8994be93b47ae3e93a25a22f83256bd40d11da77/rust.md
hyunjun/bookmarks,ios.md,https://github.com/hyunjun/bookmarks/blob/8994be93b47ae3e93a25a22f83256bd40d11da77/ios.md
kojeomstudio/AI,llm/rag/r2r_framework/3.4.3/core/r2r-3.4.3/llms.txt,https://github.com/kojeomstudio/AI/blob/deaf72c0d57a9798eecc99e4de6421cb609dc157/llm/rag/r2r_framework/3.4.3/core/r2r-3.4.3/llms.txt
Vu1nT0tal/yarb,archive/2024/2024-03-05.md,https://github.com/Vu1nT0tal/yarb/blob/8e97651621c87b4e8349d540734709bce3f6fcfa/archive/2024/2024-03-05.md
Chihyuk/Bit_FinalProject,gpt3.txt,https://github.com/Chihyuk/Bit_FinalProject/blob/475e487a49017159d00be0dd09cac45492795ac2/gpt3.txt
worldmodels/worldmodels.github.io,draft.md,https://github.com/worldmodels/worldmodels.github.io/blob/351ca7e1bb6d2737db0571747830de76dd404be8/draft.md
ZoneCog/shiny-carnival,kvx.md,https://github.com/ZoneCog/shiny-carnival/blob/10bb0d3d7fb6cf31885a7817cda7d7dd6d430179/kvx.md
semiosis/pen.el,config/pen/glossaries/gpt.txt,https://github.com/semiosis/pen.el/blob/6361588fcc1c8a61cf81aaa41495fe1b72ceb084/config/pen/glossaries/gpt.txt
Loen15/ai_assistant,GUIDE.md,https://github.com/Loen15/ai_assistant/blob/d872845e00931c1fc5a76cbee2d7e6e7e9e05875/GUIDE.md
hanyh2004/metagpt-learn,day1.md,https://github.com/hanyh2004/metagpt-learn/blob/130cf38408cd7f22232627c27400a42a66799926/day1.md
maxler0y/LLMBosted_WikipdiaGame,WGIP.md,https://github.com/maxler0y/LLMBosted_WikipdiaGame/blob/4549152f7f00967765c0b2d4dae0a43ce74e3fd3/WGIP.md
Vu1nT0tal/yarb,archive/2023/2023-02-15.md,https://github.com/Vu1nT0tal/yarb/blob/8e97651621c87b4e8349d540734709bce3f6fcfa/archive/2023/2023-02-15.md
tis-abe-akira/langchain-academy,STUDY.md,https://github.com/tis-abe-akira/langchain-academy/blob/2869649b6d099f599e647f0e74fa99d95a8030df/STUDY.md
davidfrisch/vv_cw_2,setup.md,https://github.com/davidfrisch/vv_cw_2/blob/f34011d58e4a72e0cc2f1c40f7ab90776edfd1a5/setup.md
icecreem17/jetson_dli_cider,1213.md,https://github.com/icecreem17/jetson_dli_cider/blob/5241ca44cfec0ce3cedef6dc4a102034288c799f/1213.md
hackclub/ai-safety-dance,intro.md,https://github.com/hackclub/ai-safety-dance/blob/04b1a3e3487a4cbfd966af3975ab333b45f49ee6/intro.md
AIObjectives/talk-to-the-city-reports,scatter/README.md,https://github.com/AIObjectives/talk-to-the-city-reports/blob/1acc676a02bec4569cea7ae041405ef22df1fafd/scatter/README.md
aryan230/helpdesk-chatbot,data.txt,https://github.com/aryan230/helpdesk-chatbot/blob/c3a5db86cf871cc42ddbeb0a1899ab7f51b83b2a/data.txt
UAlberta-NLP/SemEval2023-VWSD,greg.txt,https://github.com/UAlberta-NLP/SemEval2023-VWSD/blob/e788b3268ca345546d321dc720d739e0ad3bd8fb/greg.txt
LDexter/DavinCC,DA.md,https://github.com/LDexter/DavinCC/blob/3f6d47d9b00e92084184084197bd623463a276d9/DA.md
biluokong/note,ai.md,https://github.com/biluokong/note/blob/5d33de2402b3a90bc11d58a2324740162aeb0258/ai.md
swatakit/llm-graph-chatbot-2,README.MD,https://github.com/swatakit/llm-graph-chatbot-2/blob/c25d7dab35d0a86532702e9ef8c52fdf8aac4c14/README.MD
julio-space/hello-langchain-py,Readme.md,https://github.com/julio-space/hello-langchain-py/blob/4658ba8bfdfaa161fb66a2e56ebb29d4e0a50976/Readme.md
Vu1nT0tal/yarb,archive/2023/2023-09-12.md,https://github.com/Vu1nT0tal/yarb/blob/8e97651621c87b4e8349d540734709bce3f6fcfa/archive/2023/2023-09-12.md
zuokun2013/hdclass,howto.md,https://github.com/zuokun2013/hdclass/blob/411d9e1d3c21e1a1ab8024c4fc2f1eb5ee4a78fc/howto.md
alfredapp/openai-workflow,FAQ.md,https://github.com/alfredapp/openai-workflow/blob/9cb858e71816175518da1f3280ee8ed730d6646c/FAQ.md
